,ID,Gender,Own_car,Own_property,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type,Target
104,5009431,Male,Yes,No,No,0,2,13,360000.0,40.61685044867451,3.2717988733512664,State servant,Higher education,Married,Municipal apartment,Drivers,Low
105,5009435,Female,No,No,Yes,0,2,23,135000.0,54.593865719350845,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,Low
106,5009436,Female,No,No,Yes,0,2,3,76500.0,64.28605652409016,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,Low
107,5009441,Female,No,No,No,0,2,7,90000.0,25.979999589313948,4.60515958575467,State servant,Secondary / secondary special,Married,House / apartment,Other,Low
108,5009445,Female,Yes,No,No,0,2,16,270000.0,37.93370158182577,2.023313278164507,Commercial associate,Incomplete higher,Civil marriage,House / apartment,Other,High
109,5009447,Male,Yes,No,No,0,2,7,81000.0,39.521687645879105,9.270553125663088,Working,Secondary / secondary special,Married,With parents,Drivers,Low
110,5009450,Female,No,No,No,0,2,31,202500.0,47.29460563871948,3.690698645420509,State servant,Higher education,Married,House / apartment,Laborers,Low
111,5009459,Female,No,No,No,0,2,28,157500.0,53.94224385168758,27.02314215897657,Working,Secondary / secondary special,Married,House / apartment,Other,Low
112,5009473,Female,No,No,No,0,2,54,180000.0,36.25262667953483,12.186424088105849,Commercial associate,Higher education,Married,House / apartment,Other,Low
113,5009484,Female,No,No,No,0,2,54,135000.0,33.210811994770594,2.1848497915768292,Working,Secondary / secondary special,Married,Municipal apartment,Cooking staff,Low
114,5009487,Female,No,No,No,2,4,58,135000.0,26.65626262004011,7.857793110057017,Working,Secondary / secondary special,Married,House / apartment,Other,Low
115,5009490,Male,Yes,No,No,0,2,39,135000.0,44.34314188518587,17.02430576945454,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,Low
116,5009493,Male,Yes,No,No,0,2,46,270000.0,32.04993942380747,3.186923756134622,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,Low
117,5009507,Female,No,No,No,0,2,11,202500.0,44.08030281251497,13.52252270751624,Working,Higher education,Married,House / apartment,Core staff,Low
118,5009512,Female,No,No,No,0,2,22,157500.0,46.23777353402192,7.35675612777812,Working,Incomplete higher,Married,House / apartment,Core staff,Low
119,5009518,Male,Yes,No,No,2,4,3,180000.0,34.12253502809777,5.941258205165061,Working,Incomplete higher,Married,House / apartment,Laborers,Low
120,5009523,Male,Yes,No,No,1,2,10,112500.0,32.84940826984811,3.107524452931956,Working,Secondary / secondary special,Separated,Co-op apartment,Laborers,Low
121,5009526,Female,Yes,No,No,0,2,16,157500.0,37.20815622497382,2.6886246808627146,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,Low
122,5009536,Male,Yes,No,No,0,2,15,216000.0,42.31435279300739,2.4367372362197717,Working,Secondary / secondary special,Married,House / apartment,Laborers,Low
123,5009537,Female,Yes,No,No,0,2,56,202500.0,42.51148209751056,4.774909820187958,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,Low
124,5009543,Female,No,No,No,0,2,59,198000.0,51.50824452247479,26.68911750412397,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,Low
125,5009562,Female,No,No,Yes,0,1,33,157500.0,55.58498805588068,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,Low
126,5009565,Male,Yes,No,No,0,2,39,180000.0,41.48750487689686,8.605241722964879,Working,Secondary / secondary special,Married,House / apartment,Laborers,Low
127,5009575,Female,Yes,No,No,0,2,23,315000.0,46.74702423732178,2.1848497915768292,Working,Secondary / secondary special,Married,House / apartment,Accountants,Low
128,5009577,Female,No,No,Yes,0,2,23,112500.0,58.36122576096703,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,Low
129,5009582,Female,No,No,No,0,1,40,90000.0,31.984229655639744,1.856300950738208,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,High
130,5009585,Female,No,No,No,0,1,30,45000.0,39.354675318452806,2.1848497915768292,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,Low
131,5009590,Female,Yes,No,No,0,2,7,225000.0,23.239354675318452,5.024059357823911,Working,Secondary / secondary special,Married,House / apartment,Other,Low
132,5009592,Female,No,No,Yes,0,1,17,112500.0,64.42842768845357,0.0,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,Other,Low
133,5009593,Female,Yes,No,No,0,2,21,144000.0,47.59303750248123,2.4367372362197717,Working,Secondary / secondary special,Married,House / apartment,Core staff,Low
134,5009602,Female,Yes,No,No,0,2,42,315000.0,36.83853877903037,7.523768455204419,Commercial associate,Higher education,Married,House / apartment,Sales staff,Low
135,5009603,Female,No,No,No,1,3,37,112500.0,35.24233899395607,10.185014065997247,Working,Secondary / secondary special,Married,House / apartment,Sales staff,Low
136,5009607,Female,No,No,No,2,4,23,144000.0,33.61328432479791,2.6886246808627146,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,Low
137,5009617,Male,Yes,No,Yes,0,2,55,225000.0,47.54923099036941,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,Low
138,5009620,Male,Yes,No,No,0,2,41,135000.0,52.173555925173,0.2710527936918622,Working,Secondary / secondary special,Married,House / apartment,Drivers,Low
139,5009625,Female,No,No,No,0,2,41,238500.0,52.85529476991314,9.02414149503412,Working,Secondary / secondary special,Married,House / apartment,Laborers,Low
140,5009631,Female,No,No,No,0,2,27,112500.0,27.07790029911634,5.604495643305475,Working,Secondary / secondary special,Married,House / apartment,Laborers,Low
141,5009633,Male,Yes,No,No,1,3,23,144000.0,27.513227513227513,0.7748276829777476,Working,Incomplete higher,Married,House / apartment,Drivers,Low
142,5009636,Female,No,No,Yes,0,2,13,90000.0,58.66239553173576,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,Low
143,5009642,Male,No,No,No,0,1,1,202500.0,23.24209258232544,2.521612353436415,Commercial associate,Secondary / secondary special,Single / not married,With parents,Other,Low
144,5009646,Male,No,No,No,0,1,15,117000.0,40.217116025654185,10.023477552584929,Working,Secondary / secondary special,Single / not married,House / apartment,Low-skill Laborers,Low
145,5009651,Female,No,No,No,0,2,60,135000.0,51.06196568033567,29.941751028426317,State servant,Secondary / secondary special,Married,House / apartment,Other,Low
146,5009660,Male,No,No,No,0,1,40,225000.0,27.83356263304517,4.857047030397612,Working,Higher education,Single / not married,House / apartment,Other,Low
147,5009664,Female,No,No,Yes,0,1,27,126000.0,52.54317337111645,0.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,High
148,5009671,Female,No,No,No,0,2,8,135000.0,43.27262024545336,1.1855137340260238,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Core staff,Low
149,5009673,Female,No,No,Yes,0,1,30,90000.0,59.37972716756675,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,Low
150,5009689,Female,No,No,Yes,0,1,43,153000.0,63.79049535582523,0.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,Low
151,5009694,Male,Yes,No,No,0,2,45,1350000.0,35.59005318384361,4.271134930902072,Commercial associate,Higher education,Married,Municipal apartment,Managers,High
152,5009701,Female,No,No,Yes,0,2,3,139500.0,57.12095388680123,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,Low
153,5009706,Female,No,No,No,0,2,4,157500.0,31.880189189374185,0.9418400104040466,Working,Higher education,Married,House / apartment,Managers,Low
154,5009711,Female,Yes,No,No,0,2,4,135000.0,30.396243591586412,1.1855137340260238,Working,Secondary / secondary special,Civil marriage,With parents,Sales staff,Low
155,5009713,Male,No,No,No,0,1,38,180000.0,25.681567725552203,4.690034702971314,Working,Secondary / secondary special,Single / not married,House / apartment,Other,High
156,5009719,Female,No,No,No,0,1,23,225000.0,52.885411746990016,12.186424088105849,Working,Secondary / secondary special,Single / not married,House / apartment,Other,Low
157,5009724,Female,No,No,No,0,2,41,135000.0,27.069686578095375,6.773581935289568,Working,Higher education,Married,House / apartment,Sales staff,Low
158,5009729,Male,Yes,No,No,0,2,4,292500.0,36.08013853809455,3.6058235282038646,Working,Secondary / secondary special,Married,House / apartment,Laborers,Low
159,5009732,Female,Yes,No,No,0,2,49,270000.0,52.953859422164726,20.025051849113943,Commercial associate,Higher education,Married,House / apartment,Managers,Low
160,5009736,Female,Yes,No,No,0,2,34,99000.0,40.12950300143056,12.024887574693524,Working,Secondary / secondary special,Married,House / apartment,Core staff,Low
161,5009742,Female,No,No,No,0,2,14,135000.0,33.752917582154325,6.773581935289568,Working,Secondary / secondary special,Married,House / apartment,Sales staff,Low
162,5009745,Female,Yes,No,No,0,2,46,315000.0,37.1178052937432,1.6044135060952651,Commercial associate,Higher education,Married,House / apartment,Other,High
163,5009757,Male,Yes,No,No,0,1,26,270000.0,24.879360972504568,4.60515958575467,Working,Higher education,Single / not married,House / apartment,Laborers,Low
164,5009762,Male,No,No,No,0,1,16,135000.0,38.65377112466375,8.690116840181522,Working,Secondary / secondary special,Separated,House / apartment,Laborers,Low
165,5009783,Male,Yes,No,No,2,4,28,445500.0,40.811241846170695,18.688953229703554,State servant,Higher education,Married,Municipal apartment,Core staff,Low
166,5009785,Female,No,No,Yes,0,1,6,198000.0,60.23942996776115,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,Low
167,5009799,Female,Yes,No,No,0,2,57,382500.0,42.25959465286761,10.855801282709432,Working,Higher education,Married,House / apartment,Other,Low
168,5009805,Female,No,No,No,1,3,9,202500.0,32.34289547355524,8.942004284824465,Working,Secondary / secondary special,Married,House / apartment,Sales staff,Low
169,5009819,Female,Yes,No,No,0,2,8,99000.0,40.748269985009955,14.940758537136286,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,Low
170,5009826,Female,No,No,No,0,2,25,112500.0,43.146676523131894,1.023977220613702,Working,Secondary / secondary special,Married,House / apartment,Sales staff,Low
171,5009831,Male,Yes,No,No,0,2,19,166500.0,28.570059617925075,4.690034702971314,Working,Higher education,Married,With parents,Core staff,Low
172,5009837,Female,No,No,No,0,2,43,135000.0,35.92133993168922,15.272045284981896,State servant,Secondary / secondary special,Civil marriage,House / apartment,Medicine staff,Low
173,5009839,Male,Yes,No,No,0,2,33,202500.0,34.59619294030678,1.1088523378303456,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,Low
174,5009843,Female,No,No,No,0,1,38,81000.0,49.09614844931792,4.024723300273106,Commercial associate,Secondary / secondary special,Separated,House / apartment,Sales staff,High
175,5009844,Male,Yes,No,No,0,2,13,180000.0,43.53545931812426,0.355927910908506,Working,Secondary / secondary special,Married,House / apartment,Security staff,Low
176,5009846,Male,No,No,No,0,2,34,225000.0,33.62697385983285,1.1088523378303456,Commercial associate,Higher education,Civil marriage,House / apartment,Managers,Low
177,5009847,Female,No,No,No,0,2,31,99000.0,27.60905425847211,1.856300950738208,Commercial associate,Higher education,Married,House / apartment,Sales staff,Low
178,5009850,Male,Yes,No,No,0,1,37,360000.0,28.134732403813903,1.5222762958856102,Commercial associate,Secondary / secondary special,Separated,With parents,Drivers,Low
179,5009864,Male,Yes,No,No,0,2,41,225000.0,39.850236486717726,3.35667399056791,Working,Higher education,Civil marriage,Rented apartment,Managers,Low
180,5009872,Male,Yes,No,No,2,4,38,427500.0,41.46286371383396,17.522604844726448,Commercial associate,Higher education,Married,House / apartment,Managers,Low
181,5009877,Female,No,Yes,No,2,4,7,157500.0,42.43482070131488,3.5236863179942093,State servant,Higher education,Married,House / apartment,Core staff,Low
182,5009879,Female,No,Yes,No,2,4,3,144000.0,26.938267041759925,5.024059357823911,Working,Secondary / secondary special,Married,Municipal apartment,Laborers,Low
183,5009880,Female,No,Yes,Yes,0,2,14,157500.0,59.23461809619637,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,Low
184,5009889,Male,Yes,Yes,No,0,1,14,270000.0,36.06371109605262,3.2717988733512664,Working,Secondary / secondary special,Single / not married,House / apartment,Managers,Low
185,5009893,Female,Yes,No,No,1,3,17,157500.0,32.83298082780618,6.436819373429981,Working,Higher education,Married,House / apartment,Private service staff,Low
186,5009897,Female,Yes,Yes,No,2,4,6,90000.0,30.47564289478908,1.1088523378303456,State servant,Higher education,Married,House / apartment,Core staff,High
